danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,track_name,artist_name,realkey,preview_url
0.61,0.795,G,-7.597,Major,0.0326,0.449,0.162,0.118,0.893,133.381,1p3wQzkNmZwEF9rCj7PsI4,spotify:track:1p3wQzkNmZwEF9rCj7PsI4,224187,4,The Baby Screams - 200,The Cure,GMajor,c6fbb35b28d998e0f3d5e96509bc24a18a1404b2?cid=774b29d4f13844c495f206cafdad9c86
0.725,0.524,B,-11.121,Major,0.116,0.0748,0.764,0.0819,0.961,185.134,7ABE6G4uQxbNtYgVrpBBPA,spotify:track:7ABE6G4uQxbNtYgVrpBBPA,203267,4,Close to Me - 2006 Rem,The Cure,BMajor,c296ae38843f51f32552788b1adcb28b872c312f?cid=774b29d4f13844c495f206cafdad9c86
0.629,0.871,F#,-6.852,Minor,0.0287,0.00879,0.00242,0.228,0.656,121.958,0zYhxHvsLd7GRkpqs0YmzD,spotify:track:0zYhxHvsLd7GRkpqs0YmzD,256320,4,A Night like This - 20,The Cure,F#Minor,5da384ea3f9f73d29fe1ae945d696f306583505a?cid=774b29d4f13844c495f206cafdad9c86
0.769,0.915,C,-6.554,Major,0.0889,0.396,0.533,0.212,0.64,117.181,4cA7vJxcMe9atgrKsvGwHo,spotify:track:4cA7vJxcMe9atgrKsvGwHo,158040,4,Screw - 2006 Remaster,The Cure,CMajor,b5c478d4d3b1912361a872434fca03deeaeb9278?cid=774b29d4f13844c495f206cafdad9c86
0.499,0.787,E,-7.341,Minor,0.0439,0.17,0.566,0.0699,0.642,142.553,2YYaQeRpDM9OW1tslPgd18,spotify:track:2YYaQeRpDM9OW1tslPgd18,297507,4,Sinking - 2006 Remaste,The Cure,EMinor,421c1bd21de6eba10fb25a3da034fc6a986b8e28?cid=774b29d4f13844c495f206cafdad9c86
0.11,0.492,E,-7.816,Major,0.0472,0.00473,0.0304,0.382,0.0387,77.425,68yp5LzDFF5aY2VOODJOQy,spotify:track:68yp5LzDFF5aY2VOODJOQy,56973,3,Heart : Attack,Neon Indian,EMajor,14bcd147d9ebcf73eb5330716b09f4f21db53fee?cid=774b29d4f13844c495f206cafdad9c86
0.622,0.873,A,-4.255,Minor,0.0366,0.00603,1.25e-05,0.131,0.434,111.984,5g3TDpgy1J1woAUVuj21EE,spotify:track:5g3TDpgy1J1woAUVuj21EE,264000,4,Polish Girl,Neon Indian,AMinor,4c9f611ba423634a2570c7ed23c287980f224f0b?cid=774b29d4f13844c495f206cafdad9c86
0.275,0.803,F#,-5.548,Minor,0.0558,0.0773,0.581,0.204,0.0393,133.834,5mmicxrMvKbeiCE94LhsAL,spotify:track:5mmicxrMvKbeiCE94LhsAL,213920,4,The Blindside Kiss,Neon Indian,F#Minor,702585cf16d73f9de729db7428dfc1d20be144c5?cid=774b29d4f13844c495f206cafdad9c86
0.358,0.957,F,-3.701,Minor,0.126,0.0852,0.00791,0.0986,0.082,120.076,25sl72UZTUwSDoqwvp3qnp,spotify:track:25sl72UZTUwSDoqwvp3qnp,196053,4,Hex Girlfriend,Neon Indian,FMinor,23ed48f5a463e47fec0898a7954575179b082bb0?cid=774b29d4f13844c495f206cafdad9c86
0.272,0.863,C,-5.483,Major,0.0538,0.847,0.948,0.1,0.374,111.912,0iC8U4zacFCUHQdSUykDP7,spotify:track:0iC8U4zacFCUHQdSUykDP7,104933,4,Heart: Decay,Neon Indian,CMajor,8adf6cefac3449fe7b9d424cc28739af22fa7a59?cid=774b29d4f13844c495f206cafdad9c86
0.347,0.826,D#,-5.218,Major,0.126,0.287,0.0773,0.11,0.659,180.009,5po9C2REvlvf4TPfwDbXC4,spotify:track:5po9C2REvlvf4TPfwDbXC4,212360,4,Fallout,Neon Indian,D#Major,b75f8aa431354c1226d3b123d37a646516e1ff1d?cid=774b29d4f13844c495f206cafdad9c86
0.457,0.885,F#,-4.591,Minor,0.0457,0.00271,0.792,0.105,0.278,136.014,6c5JWIgBJYDZL43dYLbyZS,spotify:track:6c5JWIgBJYDZL43dYLbyZS,177173,4,Era Extraña,Neon Indian,F#Minor,561ef13aef4cf937aa7b0dbe14d2fec5e6e0cd9e?cid=774b29d4f13844c495f206cafdad9c86
0.352,0.79,D,-4.906,Minor,0.0496,0.000301,0.387,0.0912,0.124,122.886,4IxDS01hVSKsyNepk96uXd,spotify:track:4IxDS01hVSKsyNepk96uXd,275880,4,Halogen (I Could Be a ,Neon Indian,DMinor,4fe0474aee99eace73a883739a3b7d15e8ade1e1?cid=774b29d4f13844c495f206cafdad9c86
0.302,0.835,F,-5.52,Minor,0.0922,0.0317,0.0219,0.535,0.394,184.03,001Dwfn4MiN0M6ax8kY5W1,spotify:track:001Dwfn4MiN0M6ax8kY5W1,287307,4,Future Sick,Neon Indian,FMinor,8d0a8cc64aaf54f0929660ecd9676e9ed3ab1831?cid=774b29d4f13844c495f206cafdad9c86
0.505,0.856,F#,-6.682,Minor,0.123,0.00207,0.12,0.141,0.44,103.037,6w9voRir2sWG5X1o7QDSjD,spotify:track:6w9voRir2sWG5X1o7QDSjD,328880,4,Suns Irrupt,Neon Indian,F#Minor,400545f44b090f8d9c55b92ec4ac61b45d264186?cid=774b29d4f13844c495f206cafdad9c86
0.46,0.9,G#,-10.127,Major,0.0565,0.000136,0.682,0.191,0.0346,98.016,2NojdaLttByzeakq6F4dBL,spotify:track:2NojdaLttByzeakq6F4dBL,125640,4,Heart: Release,Neon Indian,G#Major,8b329c5cbd3e8f4d94dd623a1e91bcfbd4e02230?cid=774b29d4f13844c495f206cafdad9c86
0.362,0.923,G#,-4.291,Major,0.0546,0.037,0.644,0.0422,0.94,114.005,6leri9OvcmX1nYR66qBk8s,spotify:track:6leri9OvcmX1nYR66qBk8s,286880,4,Arcade Blues,Neon Indian,G#Major,fec25dd5340a665c17a02a1c8107867388a90bbc?cid=774b29d4f13844c495f206cafdad9c86
0.495,0.925,D,-4.752,Major,0.0546,0.107,0.0,0.0876,0.751,94.072,55iLLdGgImyUXU27Lnyf2w,spotify:track:55iLLdGgImyUXU27Lnyf2w,133933,4,Noise Brigade,The Mighty Mighty Boss,DMajor,5c214e88441f8abb5ad3b8688ebe8fb382ff5430?cid=774b29d4f13844c495f206cafdad9c86
0.544,0.846,C#,-5.52,Major,0.0389,0.00846,2.77e-06,0.192,0.969,88.187,13BRH2RILNifFRNTXbLUka,spotify:track:13BRH2RILNifFRNTXbLUka,166133,4,The Rascal King,The Mighty Mighty Boss,C#Major,660bf7a3aebabf1c4864a4bf2c9c4b745d12157d?cid=774b29d4f13844c495f206cafdad9c86
0.733,0.666,A,-7.534,Major,0.0445,0.277,0.000305,0.352,0.968,132.669,6QYW3HXqRTwLs75HDxLVgN,spotify:track:6QYW3HXqRTwLs75HDxLVgN,158933,4,Royal Oil,The Mighty Mighty Boss,AMajor,3095c9d7f0c5deba261a857522b1125030ea88d1?cid=774b29d4f13844c495f206cafdad9c86
0.418,0.945,E,-5.406,Major,0.118,0.0991,0.0123,0.23,0.696,181.174,1ru5R5iSawvuMELqKXxLjS,spotify:track:1ru5R5iSawvuMELqKXxLjS,194760,4,The Impression That I ,The Mighty Mighty Boss,EMajor,88ca505fab187f855ab4e32c7388c8b0494bcec3?cid=774b29d4f13844c495f206cafdad9c86
0.546,0.872,A,-5.98,Major,0.0404,0.0277,0.000178,0.121,0.962,161.889,1ccFnIocW7FZ546v5cVqta,spotify:track:1ccFnIocW7FZ546v5cVqta,153133,4,Let's Face It,The Mighty Mighty Boss,AMajor,bac5f0ae8f092822c9bc5e3fe6b5b19259d163ee?cid=774b29d4f13844c495f206cafdad9c86
0.384,0.965,C,-5.174,Major,0.055,0.0134,0.000673,0.816,0.707,93.805,4eFntjbXgDOOosoGrOyeJJ,spotify:track:4eFntjbXgDOOosoGrOyeJJ,127467,4,That Bug Bit Me,The Mighty Mighty Boss,CMajor,2f4de22832791f71df738a80e0e666edcfb39c4c?cid=774b29d4f13844c495f206cafdad9c86
0.636,0.859,F#,-5.131,Minor,0.0532,0.0716,0.00099,0.0731,0.723,90.982,1HZINAQoNXpf78eCgiwooi,spotify:track:1HZINAQoNXpf78eCgiwooi,229173,4,Another Drinkin' Song,The Mighty Mighty Boss,F#Minor,350ffede63c9fa93d8c90253b7ee162f4f86de37?cid=774b29d4f13844c495f206cafdad9c86
0.516,0.972,D,-5.269,Major,0.108,0.109,0.0284,0.391,0.486,89.406,5dwsC3bi778PQtOL4f9ziK,spotify:track:5dwsC3bi778PQtOL4f9ziK,191093,4,Numbered Days,The Mighty Mighty Boss,DMajor,da74fc2ccdc8f956d96227acf935f5523cec7ffb?cid=774b29d4f13844c495f206cafdad9c86
0.459,0.941,A,-6.449,Major,0.0671,0.00415,0.000149,0.123,0.476,134.178,6um0J5yCTQSfwzi4f7rDil,spotify:track:6um0J5yCTQSfwzi4f7rDil,164533,4,Break So Easily,The Mighty Mighty Boss,AMajor,19ead5b0b0648b17c19d1f499f977bae05357bee?cid=774b29d4f13844c495f206cafdad9c86
0.183,0.987,C#,-5.063,Minor,0.181,0.00767,0.0184,0.0962,0.363,192.622,1rKnxQkcB1B7L84e2NFTCO,spotify:track:1rKnxQkcB1B7L84e2NFTCO,201333,4,Nevermind Me,The Mighty Mighty Boss,C#Minor,aa3910e3ea53f9658b21898379700445f7631d10?cid=774b29d4f13844c495f206cafdad9c86
0.387,0.978,A,-5.099,Major,0.176,0.117,1.34e-05,0.277,0.362,103.053,5vnI2nDMurapZWXoLxsQJd,spotify:track:5vnI2nDMurapZWXoLxsQJd,124707,4,Desensitized,The Mighty Mighty Boss,AMajor,9c984817912d7eb091a356afb8fa78c24c540b01?cid=774b29d4f13844c495f206cafdad9c86
0.373,0.95,A,-5.142,Major,0.0587,0.00495,0.0,0.202,0.613,96.268,5obL6UQLeRepOcVxkQDCpG,spotify:track:5obL6UQLeRepOcVxkQDCpG,158827,4,1-2-8,The Mighty Mighty Boss,AMajor,0187b1abdbc28a6525d569007f8bacc08c11c404?cid=774b29d4f13844c495f206cafdad9c86
0.353,0.334,F#,-14.878,Minor,0.0314,0.00393,0.0429,0.104,0.239,107.88,57qUTMHsNOZIv5qw9cRNW3,spotify:track:57qUTMHsNOZIv5qw9cRNW3,127867,4,Stray,Lush,F#Minor,e5dd7f4399b7596a4dc1b1abe3bd67d1e80f2d48?cid=774b29d4f13844c495f206cafdad9c86
0.447,0.796,B,-12.171,Minor,0.0333,0.00689,0.807,0.0626,0.913,105.984,252uwichmLXhrtDY5GTLNi,spotify:track:252uwichmLXhrtDY5GTLNi,354640,4,Nothing Natural,Lush,BMinor,43c88fa76905de068b5ea48f3c58dc7527b1295a?cid=774b29d4f13844c495f206cafdad9c86
0.51,0.583,F#,-13.393,Major,0.0316,0.00317,0.0,0.344,0.741,119.968,66YjzRgru01bh6Z0LOS0Lq,spotify:track:66YjzRgru01bh6Z0LOS0Lq,266933,4,Tiny Smiles,Lush,F#Major,0c87842055258fa0a84719adef406f3edd7dfb3c?cid=774b29d4f13844c495f206cafdad9c86
0.433,0.635,C,-11.171,Major,0.0255,0.145,0.961,0.103,0.5,82.046,7lI81q493m6BXKcyz0AdjV,spotify:track:7lI81q493m6BXKcyz0AdjV,214160,4,Covert,Lush,CMajor,890d6d56d7d544d88ea90f93725ef6b42ce41fe2?cid=774b29d4f13844c495f206cafdad9c86
0.462,0.614,A,-12.227,Minor,0.026,0.000425,0.0316,0.167,0.892,99.964,2Grm7m0Uppe9ps1CJmnXA1,spotify:track:2Grm7m0Uppe9ps1CJmnXA1,289307,4,Ocean,Lush,AMinor,d11cc271ff71a0fe8f59d9ec1fb097c899af6312?cid=774b29d4f13844c495f206cafdad9c86
0.509,0.611,F#,-11.036,Minor,0.0291,0.15,0.0,0.107,0.9,129.926,3KiKpbpJp9QKuTZb9ocfJi,spotify:track:3KiKpbpJp9QKuTZb9ocfJi,209133,4,For Love,Lush,F#Minor,0f6b734e515537311ae2a72d9bde3c22ec1cdf27?cid=774b29d4f13844c495f206cafdad9c86
0.379,0.867,E,-9.896,Major,0.0546,0.0173,0.000332,0.426,0.402,97.039,6XjtDlPHhX1kasBwZ2bgjw,spotify:track:6XjtDlPHhX1kasBwZ2bgjw,247493,4,Superblast!,Lush,EMajor,e68806dcbbaa7e2fc8ae19c2402b170e918c487b?cid=774b29d4f13844c495f206cafdad9c86
0.621,0.767,E,-11.07,Minor,0.0312,0.191,4.48e-05,0.0914,0.901,121.05,1jMhREZUQHgSO1tt1Bzte4,spotify:track:1jMhREZUQHgSO1tt1Bzte4,213467,4,Untogether,Lush,EMinor,6da39ae002bedd7a78c9fc66f62b4829438aa1a4?cid=774b29d4f13844c495f206cafdad9c86
0.503,0.462,D,-12.764,Major,0.0258,0.00757,6.08e-05,0.0809,0.647,96.97,2uNYGusWBaVT1qW6Zt5mt6,spotify:track:2uNYGusWBaVT1qW6Zt5mt6,267307,4,Fantasy,Lush,DMajor,f20da2b20d28522572fe2418d9ffddfdfe6109ec?cid=774b29d4f13844c495f206cafdad9c86
0.396,0.586,E,-11.55,Minor,0.0291,8.88e-05,3.68e-05,0.0919,0.718,93.974,6nhDrdfUpZBvqSd9YqtFbi,spotify:track:6nhDrdfUpZBvqSd9YqtFbi,208427,4,Take,Lush,EMinor,d201964d6c8e46ffcca1d10d2615fa6e3de68bc5?cid=774b29d4f13844c495f206cafdad9c86
0.486,0.897,G,-9.324,Major,0.0627,0.00094,0.645,0.219,0.701,106.973,2ULWDJiNrNt8vlnMZBbIIB,spotify:track:2ULWDJiNrNt8vlnMZBbIIB,202107,3,Laura,Lush,GMajor,ca27215766c0c678dfbf66776840c5e9bc60a5db?cid=774b29d4f13844c495f206cafdad9c86
0.412,0.736,E,-11.154,Minor,0.0262,0.352,0.0149,0.162,0.629,75.024,3p8k8qt4qvu5yHow5A4TR5,spotify:track:3p8k8qt4qvu5yHow5A4TR5,306160,3,Monochrome,Lush,EMinor,68056c694b4e3b02d67fcda4f28a9d22993c1d19?cid=774b29d4f13844c495f206cafdad9c86
0.521,0.884,A,-5.48,Minor,0.032,0.00862,0.268,0.109,0.633,161.736,59Vnh3O04sdX0qkXFT6jLx,spotify:track:59Vnh3O04sdX0qkXFT6jLx,212947,4,Electricity - Remaster,Orchestral Manoeuvres ,AMinor,8eb6bcf0f505833a2f98be166e80e2a4166d9e6f?cid=774b29d4f13844c495f206cafdad9c86
0.598,0.708,C#,-6.39,Major,0.0967,0.227,0.0365,0.0662,0.801,175.05,5jn94WgPda4JXxarOll0to,spotify:track:5jn94WgPda4JXxarOll0to,190907,4,Red Frame / White Ligh,Orchestral Manoeuvres ,C#Major,da1aa0786843cf52bf3bdbbba7e25b462cd2c427?cid=774b29d4f13844c495f206cafdad9c86
0.589,0.886,C#,-5.87,Major,0.0327,0.00849,0.0289,0.102,0.883,130.024,3HM2xwo3yvCu4rrUxOAgSr,spotify:track:3HM2xwo3yvCu4rrUxOAgSr,241253,4,Messages - Remastered ,Orchestral Manoeuvres ,C#Major,4a1e3873d0a1b500e7325865e209b7c016e4f614?cid=774b29d4f13844c495f206cafdad9c86
0.571,0.808,D,-6.505,Minor,0.0349,0.00921,0.0057,0.069,0.962,143.647,0wlylscB2mmn97ZBWkojsW,spotify:track:0wlylscB2mmn97ZBWkojsW,211547,4,Enola Gay - Remastered,Orchestral Manoeuvres ,DMinor,c605b96d5a67d3e6d01b7e1737abfded8c02e138?cid=774b29d4f13844c495f206cafdad9c86
0.752,0.72,C#,-7.655,Major,0.0316,0.548,0.82,0.0806,0.838,102.779,25kOxjG8EXk2bQvaau1CrG,spotify:track:25kOxjG8EXk2bQvaau1CrG,216693,4,Souvenir - Remastered ,Orchestral Manoeuvres ,C#Major,8e710c14aed11c5c6def1a86e425dd1d6a575ed0?cid=774b29d4f13844c495f206cafdad9c86
0.593,0.701,E,-8.428,Major,0.0455,0.182,0.00357,0.0597,0.243,114.844,5nRDtEXfnTldWAADGVOSmA,spotify:track:5nRDtEXfnTldWAADGVOSmA,228187,4,Joan Of Arc - Remaster,Orchestral Manoeuvres ,EMajor,40c1cbb84c9207f10220fa97e05dd64028d0180b?cid=774b29d4f13844c495f206cafdad9c86
0.538,0.734,G#,-7.461,Major,0.034,0.0575,0.635,0.0478,0.352,109.778,4PRMoiMtGe9uutOcWzaoFx,spotify:track:4PRMoiMtGe9uutOcWzaoFx,252107,3,Maid Of Orleans (The W,Orchestral Manoeuvres ,G#Major,e9cb9b9b24db2f32926bcb829ab70af50f66310d?cid=774b29d4f13844c495f206cafdad9c86
0.635,0.954,G,-6.063,Major,0.0914,0.292,0.576,0.19,0.857,128.825,1YUtjuFLtheGNjfpFqwWWp,spotify:track:1YUtjuFLtheGNjfpFqwWWp,217040,4,Genetic Engineering - ,Orchestral Manoeuvres ,GMajor,aa640fbc54c1e39dc8539ef2d300f798568b641a?cid=774b29d4f13844c495f206cafdad9c86
0.614,0.881,F,-6.142,Minor,0.0317,0.43,0.301,0.115,0.275,138.193,3sWCAeh5E88UbeHMJNs5mz,spotify:track:3sWCAeh5E88UbeHMJNs5mz,164040,4,Telegraph - Remastered,Orchestral Manoeuvres ,FMinor,b2e935f9364283d702289f473b29ce2e64cb7ba9?cid=774b29d4f13844c495f206cafdad9c86
0.779,0.752,E,-5.979,Minor,0.0299,0.00834,5.12e-05,0.0786,0.94,124.821,65nXhcflqaYuOpLe85YaG3,spotify:track:65nXhcflqaYuOpLe85YaG3,234827,4,Locomotion - Remastere,Orchestral Manoeuvres ,EMinor,a026c903175732bf7d2039d9b77b3b56b1dc4b8c?cid=774b29d4f13844c495f206cafdad9c86
0.76,0.716,C,-5.516,Major,0.0519,0.205,0.133,0.182,0.968,123.684,4acJcy6qna26VxI4WIlQWW,spotify:track:4acJcy6qna26VxI4WIlQWW,236147,4,Talking Loud And Clear,Orchestral Manoeuvres ,CMajor,23c2cf14b526f68d61f3294751c13f5b5477b9ed?cid=774b29d4f13844c495f206cafdad9c86
0.691,0.849,B,-4.631,Major,0.0606,0.000596,0.232,0.138,0.955,137.845,3OtT2EAdrmLVV4FvWSrZE7,spotify:track:3OtT2EAdrmLVV4FvWSrZE7,212773,4,Tesla Girls - Remaster,Orchestral Manoeuvres ,BMajor,032ce6105faac40d533d4921bba8b85e315caa91?cid=774b29d4f13844c495f206cafdad9c86
0.523,0.648,C,-7.532,Major,0.0347,0.0249,0.387,0.3,0.613,152.037,3LJGrc7kAjJhwrGERDCMF7,spotify:track:3LJGrc7kAjJhwrGERDCMF7,229293,4,Never Turn Away - Rema,Orchestral Manoeuvres ,CMajor,6274e47623fe213e3b8364a5367605ede2d5cbcc?cid=774b29d4f13844c495f206cafdad9c86
0.602,0.823,C,-5.93,Major,0.0279,0.0469,0.00162,0.219,0.96,120.07,73UQlCzxrGDMwrLWkaISor,spotify:track:73UQlCzxrGDMwrLWkaISor,210560,4,So In Love - Remastere,Orchestral Manoeuvres ,CMajor,de13be164f0847696ea23419cb11dc72864a5415?cid=774b29d4f13844c495f206cafdad9c86
0.707,0.775,A,-6.362,Major,0.0326,0.228,0.000169,0.0758,0.824,114.504,2TrbO55HGe03FoUSBOENUd,spotify:track:2TrbO55HGe03FoUSBOENUd,238827,4,Secret - Remastered 20,Orchestral Manoeuvres ,AMajor,10ccfbd06bb912570df6deb7916122b0d62bd785?cid=774b29d4f13844c495f206cafdad9c86
0.77,0.37,C,-6.385,Major,0.0257,0.456,0.00119,0.103,0.553,102.52,1Ekc8eYCxuBHmVAmkgjW1o,spotify:track:1Ekc8eYCxuBHmVAmkgjW1o,162440,4,La Femme Accident - Re,Orchestral Manoeuvres ,CMajor,88423949b05e69d4ab55411cb61d922237bdacaa?cid=774b29d4f13844c495f206cafdad9c86
0.628,0.868,C,-4.924,Major,0.0334,0.0686,0.0805,0.212,0.863,120.197,38w6aqERgBYjyvWQsltcvs,spotify:track:38w6aqERgBYjyvWQsltcvs,269800,4,If You Leave - 2019 Re,Orchestral Manoeuvres ,CMajor,c4e4be7a8c593bf76b9a08be64838360bfa22917?cid=774b29d4f13844c495f206cafdad9c86
0.605,0.841,C,-5.735,Major,0.0285,0.0912,0.317,0.288,0.73,90.191,4ofJ85Y38hBMklLC8r9gaH,spotify:track:4ofJ85Y38hBMklLC8r9gaH,217013,4,(Forever) Live And Die,Orchestral Manoeuvres ,CMajor,72830c4717735c72e557e3afeb2a94519478b540?cid=774b29d4f13844c495f206cafdad9c86
0.578,0.93,F#,-4.666,Major,0.0401,0.0172,0.199,0.312,0.565,128.956,3lP54q9VkJBpU7dLaDAkVf,spotify:track:3lP54q9VkJBpU7dLaDAkVf,242173,4,We Love You - Remaster,Orchestral Manoeuvres ,F#Major,9acb5e30dfc018a287af99654dd6cc3c89d94864?cid=774b29d4f13844c495f206cafdad9c86
0.781,0.939,G,-5.76,Major,0.0353,0.173,0.235,0.133,0.965,122.302,65jYX6rXc6XICBzqmckzje,spotify:track:65jYX6rXc6XICBzqmckzje,229760,4,Shame - Remastered 201,Orchestral Manoeuvres ,GMajor,5d748197430b2b824038f2906a1b73a00c6a3552?cid=774b29d4f13844c495f206cafdad9c86
0.586,0.867,C,-5.677,Major,0.03,0.101,0.00173,0.0789,0.516,124.563,5H9BNGLJV3afhSujEYL5mi,spotify:track:5H9BNGLJV3afhSujEYL5mi,239693,4,Dreaming - Remastered ,Orchestral Manoeuvres ,CMajor,5f59a7f2c709e3c6fc0cd28b98b57cbc4edef5ad?cid=774b29d4f13844c495f206cafdad9c86
0.641,0.899,A,-6.384,Major,0.0543,0.00941,0.131,0.0568,0.879,126.608,3FeGtEkICXeJR8zeqRN94i,spotify:track:3FeGtEkICXeJR8zeqRN94i,225360,4,Sailing On The Seven S,Orchestral Manoeuvres ,AMajor,a5d1b27f9f2d755b2c90ea141edb99d9104a7a7f?cid=774b29d4f13844c495f206cafdad9c86
0.57,0.911,C,-6.25,Major,0.0321,0.00481,0.0309,0.209,0.739,119.849,1WGdTVJVNUioP2HAI5sgcH,spotify:track:1WGdTVJVNUioP2HAI5sgcH,246653,4,Pandora's Box (It's A ,Orchestral Manoeuvres ,CMajor,f59985a081d112967bf38cd2d02d54a0a70078c7?cid=774b29d4f13844c495f206cafdad9c86
0.526,0.703,C,-7.127,Major,0.0543,0.0482,0.00238,0.0769,0.708,188.265,72dVJwLga7DOP1TnqmcNxA,spotify:track:72dVJwLga7DOP1TnqmcNxA,254893,4,Then You Turn Away - R,Orchestral Manoeuvres ,CMajor,e6b436714d47cadc79e601ca8e4274ffd0d5ee62?cid=774b29d4f13844c495f206cafdad9c86
0.547,0.964,D,-4.758,Major,0.0415,0.000915,0.585,0.489,0.494,124.013,1CDPu5kqvt9nqKCUBbT5uZ,spotify:track:1CDPu5kqvt9nqKCUBbT5uZ,257280,4,Call My Name - Remaste,Orchestral Manoeuvres ,DMajor,24ea231bb70178bacbc59b5ee95df9ba93770afb?cid=774b29d4f13844c495f206cafdad9c86
0.569,0.879,C,-5.171,Major,0.0308,6.9e-05,0.00422,0.307,0.862,128.122,6m9xOOu4teOzNLtOwNHwhX,spotify:track:6m9xOOu4teOzNLtOwNHwhX,214587,4,Stand Above Me - Remas,Orchestral Manoeuvres ,CMajor,3ce49acd5e39919b85726e105ea507b5b83b451a?cid=774b29d4f13844c495f206cafdad9c86
0.54,0.754,D,-6.495,Major,0.031,0.000148,0.778,0.366,0.662,97.35,4ttNdrWUkmN9Wjwma4EbvV,spotify:track:4ttNdrWUkmN9Wjwma4EbvV,253560,4,Dream Of Me (Based On ,Orchestral Manoeuvres ,DMajor,e603826eec73c8fd49ecbd241e8b60e857ede8eb?cid=774b29d4f13844c495f206cafdad9c86
0.621,0.932,C,-6.167,Major,0.0297,0.00161,0.0852,0.32,0.662,124.101,5iVi1j9MFSil6l1AZMtndI,spotify:track:5iVi1j9MFSil6l1AZMtndI,239267,4,Everyday - Remastered ,Orchestral Manoeuvres ,CMajor,c89b74c4545759b1c2fe775333e8c61c34e94cac?cid=774b29d4f13844c495f206cafdad9c86
0.458,0.843,D,-4.524,Major,0.0367,0.0427,1.49e-05,0.116,0.269,81.593,07tM4Te5VXc1JX9pSe7hHS,spotify:track:07tM4Te5VXc1JX9pSe7hHS,243200,4,Walking On The Milky W,Orchestral Manoeuvres ,DMajor,dcfa8178fb986bab101459b97fa06843b14efb16?cid=774b29d4f13844c495f206cafdad9c86
0.481,0.96,C,-4.935,Major,0.0848,0.00263,0.00103,0.29,0.363,99.998,4ZwXXLeenHObfYvei87Cl6,spotify:track:4ZwXXLeenHObfYvei87Cl6,210027,4,Universal - Remastered,Orchestral Manoeuvres ,CMajor,e266d6676dd3e4279797f2b68316f7516c53911f?cid=774b29d4f13844c495f206cafdad9c86
0.469,0.787,C#,-5.643,Minor,0.0358,0.00142,0.0,0.0943,0.212,78.026,22yYj7SamFsLKW56VmfCeq,spotify:track:22yYj7SamFsLKW56VmfCeq,240800,4,If You Want It - Radio,Orchestral Manoeuvres ,C#Minor,5d75c4a5d81516482213cad469f9c619e322e65f?cid=774b29d4f13844c495f206cafdad9c86
0.545,0.908,B,-5.574,Minor,0.0273,3.11e-05,0.75,0.401,0.79,133.994,6JnVS27JdbSwynrZ1fgG2y,spotify:track:6JnVS27JdbSwynrZ1fgG2y,211067,4,Sister Marie Says - Ra,Orchestral Manoeuvres ,BMinor,14220de969ed24b821ed015ede5d40570a3ba4a0?cid=774b29d4f13844c495f206cafdad9c86
0.601,0.794,D,-5.416,Major,0.0467,0.000795,0.76,0.397,0.549,124.985,1xBa0eVpCYj02lJnwPgMh6,spotify:track:1xBa0eVpCYj02lJnwPgMh6,193520,4,"History Of Modern, Pt.",Orchestral Manoeuvres ,DMajor,b3aa6d4a54aaeaa8b71892aea71acaeeef6be1d0?cid=774b29d4f13844c495f206cafdad9c86
0.671,0.915,D,-6.202,Major,0.0312,0.0125,0.392,0.071,0.771,124.025,2cAn3enPt0LcWz8lIx330H,spotify:track:2cAn3enPt0LcWz8lIx330H,233314,4,Metroland - Radio Edit,Orchestral Manoeuvres ,DMajor,9f3f905a3478f6d2bd195d0551f6172f7319c4ef?cid=774b29d4f13844c495f206cafdad9c86
0.486,0.801,C,-5.88,Major,0.0312,1.01e-05,0.00753,0.0764,0.421,136.015,0O3IDUWLJ9EmSV8ukQ4pPK,spotify:track:0O3IDUWLJ9EmSV8ukQ4pPK,205079,4,Dresden - Single Edit,Orchestral Manoeuvres ,CMajor,4adc0cb06fb5c0eb13ac1f63c25eaa2d03209c28?cid=774b29d4f13844c495f206cafdad9c86
0.669,0.617,G,-6.237,Major,0.0273,0.223,0.581,0.11,0.765,120.045,2YEK8FQOzB64juiNtVnNN3,spotify:track:2YEK8FQOzB64juiNtVnNN3,224398,4,Night Café,Orchestral Manoeuvres ,GMajor,dc868c77bc96caafa3332040a4355d7582b1d976?cid=774b29d4f13844c495f206cafdad9c86
0.571,0.742,D,-6.595,Major,0.0306,0.00288,0.904,0.185,0.467,115.99,7GltImFnUNcChndGCqHXd5,spotify:track:7GltImFnUNcChndGCqHXd5,228511,4,Isotype - Single Mix,Orchestral Manoeuvres ,DMajor,d7589b673f70a765177fce27827ffdf9b7cdd8a7?cid=774b29d4f13844c495f206cafdad9c86
0.659,0.821,D,-5.037,Major,0.0345,0.00692,3.2e-05,0.155,0.493,128.023,2Hhjgzz0VEdzFze6RrS6jN,spotify:track:2Hhjgzz0VEdzFze6RrS6jN,206400,4,The Punishment of Luxu,Orchestral Manoeuvres ,DMajor,46f344728ff810ef52885e092d2e17d4dd5e2492?cid=774b29d4f13844c495f206cafdad9c86
