danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,track_name,artist_name,realkey,preview_url
0.147,0.573,B,-9.33,Major,0.105,0.00115,0.201,0.208,0.19,87.034,6ZDC814KvlNv8oOoWopJga,spotify:track:6ZDC814KvlNv8oOoWopJga,430773,3,The Earth Is Soft And ,Medicine,BMajor,86f65ae0a35c9dad9adbc09672b2ad50e62b4f86?cid=774b29d4f13844c495f206cafdad9c86
0.237,0.481,G#,-3.68,Major,0.0337,0.000406,0.00523,0.0512,0.133,143.719,1osYkIYegkLLnPutvItBta,spotify:track:1osYkIYegkLLnPutvItBta,174333,4,Finger,Ty Segall,G#Major,44fdf7f35529d67cea125ca691007aab8259701e?cid=774b29d4f13844c495f206cafdad9c86
0.408,0.771,D,-5.207,Major,0.0357,0.0562,3.46e-06,0.506,0.691,129.87,1MQeShIRRYCcaSs4XzWldh,spotify:track:1MQeShIRRYCcaSs4XzWldh,210360,4,Caesar,Ty Segall,DMajor,23aabcd0f7dcc1c0f7f2303c411606624c9312c2?cid=774b29d4f13844c495f206cafdad9c86
0.224,0.925,B,-1.71,Minor,0.0834,0.000596,1.35e-06,0.0663,0.378,138.022,5vEE1d5gkv3pgfZyppLeX8,spotify:track:5vEE1d5gkv3pgfZyppLeX8,132760,4,Girlfriend,Ty Segall,BMinor,567b9c2bbdb2184ff7596e785759d8854b52e68e?cid=774b29d4f13844c495f206cafdad9c86
0.322,0.864,G,-2.179,Major,0.0435,0.00262,0.0,0.152,0.268,79.093,3v991qc0BvxOvMlGoaf8B6,spotify:track:3v991qc0BvxOvMlGoaf8B6,180853,4,Sad Fuzz,Ty Segall,GMajor,cd7056245810186e105e1a8d03d2793d5662be0f?cid=774b29d4f13844c495f206cafdad9c86
0.071,0.704,F,-3.315,Minor,0.051,3.41e-06,0.598,0.271,0.412,178.867,4zcWdqDGbCgoYewvhqxExf,spotify:track:4zcWdqDGbCgoYewvhqxExf,132600,4,Melted,Ty Segall,FMinor,715e76d1c95d0e0fda59133bd25a99a9152aa306?cid=774b29d4f13844c495f206cafdad9c86
0.313,0.8,C#,-7.856,Minor,0.063,8.89e-05,0.711,0.142,0.359,118.823,1JlgC03esFgTVJ0FUw6nVI,spotify:track:1JlgC03esFgTVJ0FUw6nVI,90200,3,Mike D's Coke,Ty Segall,C#Minor,bf008c819977a159d6bad5fea1fe362d66e9f537?cid=774b29d4f13844c495f206cafdad9c86
0.472,0.792,B,-3.257,Minor,0.0629,0.0285,3.61e-05,0.129,0.297,153.723,0kpUik8UD6gRmPk2u9op5h,spotify:track:0kpUik8UD6gRmPk2u9op5h,185067,4,Imaginary Person,Ty Segall,BMinor,e76bb7b6f1e5fe9f4f7b1413eef37f7df7160569?cid=774b29d4f13844c495f206cafdad9c86
0.258,0.905,E,-2.504,Minor,0.0584,7.33e-06,0.0,0.293,0.543,128.162,1hR1K837ZhhMpZ8LFbFlTC,spotify:track:1hR1K837ZhhMpZ8LFbFlTC,131160,4,My Sunshine,Ty Segall,EMinor,41309c5c8f3dccc8120765500cb961e5e63f0ce6?cid=774b29d4f13844c495f206cafdad9c86
0.597,0.845,C#,-5.257,Major,0.0363,0.0216,0.000585,0.0921,0.725,119.349,2dbAehQvp1A40Y96MsOATE,spotify:track:2dbAehQvp1A40Y96MsOATE,184680,4,Bees,Ty Segall,C#Major,a0ec25e8a6ee27504c4d49b3190525c0fe8af4be?cid=774b29d4f13844c495f206cafdad9c86
0.419,0.829,A#,-3.21,Major,0.03,0.000352,0.0,0.0828,0.207,94.926,7z1UBLHpv03c8miAfwOeTj,spotify:track:7z1UBLHpv03c8miAfwOeTj,156813,4,Mrs.,Ty Segall,A#Major,98e93161bf9423d783d1ee2267d2d4e409426a89?cid=774b29d4f13844c495f206cafdad9c86
0.263,0.791,G,-3.648,Major,0.0496,0.00161,0.0815,0.0399,0.299,74.588,4ac8pAEa7a4jxc1aebXssW,spotify:track:4ac8pAEa7a4jxc1aebXssW,235827,4,Alone,Ty Segall,GMajor,f20319922a37df70442f25493919625d0aef4710?cid=774b29d4f13844c495f206cafdad9c86
0.506,0.442,F,-13.268,Minor,0.0276,0.0869,0.00239,0.0846,0.532,105.826,11607FzqoipskTsXrwEHnJ,spotify:track:11607FzqoipskTsXrwEHnJ,175893,4,Sunday Morning,The Velvet Underground,FMinor,bf8849a5c73cd82f2cdffd3fe93a5895f30b2f0f?cid=774b29d4f13844c495f206cafdad9c86
0.679,0.645,G,-9.765,Major,0.0442,0.032,0.868,0.152,0.826,125.844,3fElupNRLRJ0tbUDahPrAb,spotify:track:3fElupNRLRJ0tbUDahPrAb,279520,4,I'm Waiting For The Ma,The Velvet Underground,GMajor,10689eec43d0b45713fe07534a15f31441aefec2?cid=774b29d4f13844c495f206cafdad9c86
0.55,0.145,C,-15.753,Major,0.0332,0.913,0.0,0.118,0.138,103.918,3PG7BAJG9WkmNOJOlc4uAo,spotify:track:3PG7BAJG9WkmNOJOlc4uAo,159000,4,Femme Fatale,The Velvet Underground,CMajor,b82a91fe1c8e99a86ee46a86ba9e145e825f1450?cid=774b29d4f13844c495f206cafdad9c86
0.225,0.618,G#,-9.922,Minor,0.0331,0.00137,0.616,0.079,0.567,144.724,29engDqjmMr3VLqMm0c0WE,spotify:track:29engDqjmMr3VLqMm0c0WE,312253,4,Venus In Furs,The Velvet Underground,G#Minor,25796b8f3f707080c11e45d1780c5d131d2be840?cid=774b29d4f13844c495f206cafdad9c86
0.458,0.714,G,-11.065,Major,0.129,0.69,0.0502,0.0663,0.49,143.818,2J8Mbdpem8CiSZKRoZOIeG,spotify:track:2J8Mbdpem8CiSZKRoZOIeG,262360,4,Run Run Run,The Velvet Underground,GMajor,4649cdde3982e2c089c17999a7696490bb6f29fb?cid=774b29d4f13844c495f206cafdad9c86
0.329,0.499,D,-13.7,Major,0.0453,0.0455,0.000465,0.0963,0.132,93.508,1mL6q0gbifm2dBTvMBx4px,spotify:track:1mL6q0gbifm2dBTvMBx4px,359680,4,All Tomorrow's Parties,The Velvet Underground,DMajor,01477954ad8ebabcb3d07bfa91b2327dc9ee2332?cid=774b29d4f13844c495f206cafdad9c86
0.201,0.777,C#,-10.167,Major,0.0705,0.304,0.78,0.0981,0.235,145.733,5by3w3NXvwDpV9FBSOR35u,spotify:track:5by3w3NXvwDpV9FBSOR35u,433573,4,Heroin,The Velvet Underground,C#Major,ae9b048b58e6f291ab95a9d5aa334074c72fa564?cid=774b29d4f13844c495f206cafdad9c86
0.486,0.587,G,-8.336,Major,0.0316,0.0448,0.662,0.0676,0.856,124.422,7qOVMMY0couqt76ObwY947,spotify:track:7qOVMMY0couqt76ObwY947,161027,3,There She Goes Again,The Velvet Underground,GMajor,2157f728c28fd4c086b26c500dc36c649fa54c69?cid=774b29d4f13844c495f206cafdad9c86
0.609,0.295,G,-14.933,Major,0.0328,0.176,1.86e-06,0.0859,0.279,108.976,4PINSJIlBWsnVeveicq1S8,spotify:track:4PINSJIlBWsnVeveicq1S8,134040,4,I'll Be Your Mirror,The Velvet Underground,GMajor,5d452f31ea2d9ad74ffc3326b0e1438ad6407dae?cid=774b29d4f13844c495f206cafdad9c86
0.36,0.475,G,-9.891,Major,0.0456,0.646,0.000273,0.123,0.36,121.355,2g4LWy7YxrbWYA2RJP8nFk,spotify:track:2g4LWy7YxrbWYA2RJP8nFk,192053,3,The Black Angel's Deat,The Velvet Underground,GMajor,2ee69c34e9ccbea510d95408f5c739e1f5cc8436?cid=774b29d4f13844c495f206cafdad9c86
0.311,0.84,G,-11.068,Major,0.106,0.000674,0.65,0.112,0.545,79.038,1NbgM9deOElsjyWeAmP1qg,spotify:track:1NbgM9deOElsjyWeAmP1qg,467693,4,European Son,The Velvet Underground,GMajor,a6bbccbec19e68b881e19a4d11ac9c99530e470b?cid=774b29d4f13844c495f206cafdad9c86
0.423,0.918,D,-6.028,Major,0.0759,0.00438,0.0022,0.303,0.603,84.965,3lfGFDi8nEio59IJ57M00Q,spotify:track:3lfGFDi8nEio59IJ57M00Q,203613,4,Born,STRFKR,DMajor,4ce6c934c6cf052f34d911e459a3d3ad85db83ad?cid=774b29d4f13844c495f206cafdad9c86
0.412,0.795,G#,-6.276,Major,0.0495,6.18e-05,0.0911,0.313,0.267,106.023,2cinpw1hawMUpcZHdlnTTA,spotify:track:2cinpw1hawMUpcZHdlnTTA,228093,4,Julius,STRFKR,G#Major,0b895ffb27c739055c337b933006f5804c8619e2?cid=774b29d4f13844c495f206cafdad9c86
0.536,0.792,G#,-6.246,Major,0.0328,1.47e-05,0.493,0.301,0.362,120.01,0XK0U9e6DvRSydD3MkjcKd,spotify:track:0XK0U9e6DvRSydD3MkjcKd,190360,4,Bury Us Alive,STRFKR,G#Major,b1e7266167568f35a5b727062f3cc796b9dfa34c?cid=774b29d4f13844c495f206cafdad9c86
0.397,0.882,C,-6.559,Major,0.064,0.000605,0.0475,0.165,0.402,159.959,6f4cwJVla9DvEbD9qb7CII,spotify:track:6f4cwJVla9DvEbD9qb7CII,265680,4,Mystery Cloud,STRFKR,CMajor,38a6dbfa3e941265b129eb3b4acdcc670ed78533?cid=774b29d4f13844c495f206cafdad9c86
0.383,0.88,C#,-5.064,Major,0.0403,9.11e-05,0.974,0.0826,0.22,135.04,6cO0YF862VNx9HY2ZR0K1W,spotify:track:6cO0YF862VNx9HY2ZR0K1W,255830,4,Death as a Fetish - fe,STRFKR,C#Major,069f8121f91abf179f558f704096d2cfbcb77962?cid=774b29d4f13844c495f206cafdad9c86
0.62,0.576,D,-6.017,Major,0.0311,0.000347,0.324,0.219,0.896,125.032,1L1TNtOxa12ghDQXK894rD,spotify:track:1L1TNtOxa12ghDQXK894rD,161729,3,Astoria,STRFKR,DMajor,3acc7b7ebae416672ad39230ad552f49a62dca36?cid=774b29d4f13844c495f206cafdad9c86
0.728,0.598,C,-5.288,Minor,0.0276,0.118,0.0544,0.211,0.837,111.775,5kQ6TWdjPvHsL8B7uVJLnU,spotify:track:5kQ6TWdjPvHsL8B7uVJLnU,168013,4,Reptilians,STRFKR,CMinor,167b381d3c9177b0b7d218f4ebe229b23112bb7c?cid=774b29d4f13844c495f206cafdad9c86
0.467,0.54,F,-6.467,Major,0.0281,2.17e-05,0.8,0.132,0.147,90.004,3Sk9UV4yxQQBdnknULerGe,spotify:track:3Sk9UV4yxQQBdnknULerGe,265267,4,The White of Noon,STRFKR,FMajor,91f4ee9a4eab68f1e1c649853a384e19834281cd?cid=774b29d4f13844c495f206cafdad9c86
0.258,0.796,D,-7.648,Major,0.0524,0.0156,0.876,0.0978,0.357,93.412,2trJEfKqm6hXB3QTOgplt9,spotify:track:2trJEfKqm6hXB3QTOgplt9,129493,4,Hungry Ghost,STRFKR,DMajor,55011c475f66f911780017b1368077dc30e55cec?cid=774b29d4f13844c495f206cafdad9c86
0.475,0.606,G#,-6.073,Major,0.0274,7.01e-05,0.871,0.091,0.269,89.993,6QpZjgD3NAwpNyH5UFxYrx,spotify:track:6QpZjgD3NAwpNyH5UFxYrx,218640,4,Mona Vegas,STRFKR,G#Major,25b955c603c52ebd78cf18ec1596e45ec2880acf?cid=774b29d4f13844c495f206cafdad9c86
0.534,0.863,F#,-6.721,Major,0.0452,5.43e-05,0.211,0.164,0.397,125.051,4gCUXkqW8FOKro03MZ62Ka,spotify:track:4gCUXkqW8FOKro03MZ62Ka,154733,4,Millions,STRFKR,F#Major,5796665f1c431b547d02c44c0a39ee92a5a5801e?cid=774b29d4f13844c495f206cafdad9c86
0.601,0.849,A,-6.189,Minor,0.0438,3.84e-05,0.0952,0.339,0.491,130.009,126EUKvDOPIHzCSH7YZsz2,spotify:track:126EUKvDOPIHzCSH7YZsz2,177781,4,Quality Time,STRFKR,AMinor,f9bf27a912ae340607c014223c205bae6e0a48f3?cid=774b29d4f13844c495f206cafdad9c86
0.526,0.878,A#,-6.292,Major,0.0508,0.0103,0.835,0.0922,0.21,109.948,6qMW9UWkwFZbz7bJO5Ecqt,spotify:track:6qMW9UWkwFZbz7bJO5Ecqt,224913,4,Slow Dance - Deluxe Ed,STRFKR,A#Major,dddf70bcc31c2a27c08e2b6447f3432122fa03b3?cid=774b29d4f13844c495f206cafdad9c86
0.487,0.567,G,-8.077,Major,0.0341,0.209,0.97,0.0469,0.583,88.895,3IsxWLcfcvlyFv2cXNcIPz,spotify:track:3IsxWLcfcvlyFv2cXNcIPz,140931,4,Recess Time - Deluxe E,STRFKR,GMajor,2992c7ad7a87effb546396736b9f9d8e5cb6ca9b?cid=774b29d4f13844c495f206cafdad9c86
0.54,0.832,A#,-5.019,Major,0.0288,3.18e-05,0.233,0.113,0.145,114.978,509xSBP7vMcZvNoDi5DFfC,spotify:track:509xSBP7vMcZvNoDi5DFfC,297290,4,Helium Muffin - 10-Yea,STRFKR,A#Major,a7cb7dd61bc44fd9690104750761b17a849647c9?cid=774b29d4f13844c495f206cafdad9c86
0.351,0.554,A#,-9.776,Major,0.0296,0.0143,0.633,0.129,0.0601,189.948,5J70dfi6S0bdf6Uvz5Glwy,spotify:track:5J70dfi6S0bdf6Uvz5Glwy,177431,4,The Wisdom of Insecuri,STRFKR,A#Major,9a5c31bc8944e1cf234bc7c921092882cd3f9746?cid=774b29d4f13844c495f206cafdad9c86
0.57,0.777,G,-6.537,Major,0.027,0.00294,0.181,0.0477,0.487,107.982,7r1i1TZUGZQDxR5QHX4Mmx,spotify:track:7r1i1TZUGZQDxR5QHX4Mmx,329979,4,Darklands,The Jesus and Mary Cha,GMajor,83c261dbba7f61d4dd0fd89dbf3bc4557eb30ded?cid=774b29d4f13844c495f206cafdad9c86
0.588,0.511,G#,-6.612,Major,0.0263,0.191,0.365,0.0989,0.475,93.043,3D6ascwycdlxQ17H6PtfTa,spotify:track:3D6ascwycdlxQ17H6PtfTa,164284,4,Deep One Perfect Morni,The Jesus and Mary Cha,G#Major,9ff51f35ee7c98749a16c6be60b8b1dc5db907da?cid=774b29d4f13844c495f206cafdad9c86
0.499,0.84,A#,-6.642,Major,0.0346,0.000564,0.171,0.238,0.732,125.319,325ipyWkzIGakH2DJgDlOT,spotify:track:325ipyWkzIGakH2DJgDlOT,217313,4,Happy When It Rains,The Jesus and Mary Cha,A#Major,b7d9f6b134a67196762cd4e0a028798440313a33?cid=774b29d4f13844c495f206cafdad9c86
0.33,0.972,F,-4.911,Major,0.0641,6.33e-05,0.828,0.336,0.528,154.657,0TO9ClOkdybMjOQ1oPMmFb,spotify:track:0TO9ClOkdybMjOQ1oPMmFb,156552,4,Down on Me,The Jesus and Mary Cha,FMajor,5f74c0448c3887730989c4015f3b759f47b0effd?cid=774b29d4f13844c495f206cafdad9c86
0.456,0.729,A,-8.413,Minor,0.0293,0.00712,0.758,0.116,0.371,178.797,77UPPPUsW9xaoA9rFYaJuO,spotify:track:77UPPPUsW9xaoA9rFYaJuO,270785,4,Nine Million Rainy Day,The Jesus and Mary Cha,AMinor,9337c8732c473093c4a76be31ee0e623f60c9fc9?cid=774b29d4f13844c495f206cafdad9c86
0.545,0.717,D#,-6.869,Major,0.036,0.00417,0.406,0.136,0.589,118.515,7hs0Q5T9oyYMuGg4EQZenj,spotify:track:7hs0Q5T9oyYMuGg4EQZenj,239621,4,April Skies,The Jesus and Mary Cha,D#Major,6f60f9aebab178d105d188a9add9aedeb01e40ee?cid=774b29d4f13844c495f206cafdad9c86
0.396,0.856,D#,-5.403,Major,0.0541,0.000157,0.000403,0.0946,0.181,128.671,19bd9zUBcfWIVTQlxpcN8O,spotify:track:19bd9zUBcfWIVTQlxpcN8O,150753,4,Fall,The Jesus and Mary Cha,D#Major,ef7990994b74e7723dc7073bf2716e434f5d72f3?cid=774b29d4f13844c495f206cafdad9c86
0.553,0.813,G#,-7.397,Major,0.0314,0.00257,0.084,0.0376,0.646,116.346,3ng5sJTUto49w4oi1wTXaO,spotify:track:3ng5sJTUto49w4oi1wTXaO,185757,4,Cherry Came Too,The Jesus and Mary Cha,G#Major,921797c429f0ed4f21ae7372be34c93986836805?cid=774b29d4f13844c495f206cafdad9c86
0.544,0.549,F#,-7.44,Major,0.0265,0.0228,0.0257,0.0778,0.249,101.122,31vA9WpBb1DQAP899kumlQ,spotify:track:31vA9WpBb1DQAP899kumlQ,305136,4,On the Wall,The Jesus and Mary Cha,F#Major,4deeb149c4717faeb35db9aff9b230dcbd44b2f3?cid=774b29d4f13844c495f206cafdad9c86
0.582,0.414,A,-8.892,Major,0.0269,0.639,0.537,0.132,0.252,105.656,7ayocCarXTz9sUTXAH7cgO,spotify:track:7ayocCarXTz9sUTXAH7cgO,154567,4,About You,The Jesus and Mary Cha,AMajor,9028d5d38d04d7842c34fecdb1a4066f1a223694?cid=774b29d4f13844c495f206cafdad9c86
0.555,0.719,A,-6.884,Major,0.0283,0.0706,0.000307,0.08,0.589,113.302,6zwg7gXiJJh7LlAtsmRwTF,spotify:track:6zwg7gXiJJh7LlAtsmRwTF,198400,4,Some Candy Talking,The Jesus and Mary Cha,AMajor,b01917a250559cbf071f362972d4e2f6b4b6d063?cid=774b29d4f13844c495f206cafdad9c86
0.35,0.26,F,-11.85,Major,0.0329,0.791,0.331,0.116,0.142,112.696,4em358B4WmjXtz9rUjUAPc,spotify:track:4em358B4WmjXtz9rUjUAPc,120503,4,Taste of Candy - Acous,The Jesus and Mary Cha,FMajor,9f4d867fc6f08d3038e14889a674ede09a1eb55c?cid=774b29d4f13844c495f206cafdad9c86
0.491,0.614,D,-7.358,Major,0.0306,0.0747,0.153,0.152,0.327,110.628,4X46rp3P9uAoBtdGg92skY,spotify:track:4X46rp3P9uAoBtdGg92skY,174028,4,Psychocandy,The Jesus and Mary Cha,DMajor,f1c0aad96d2fc41260335ca71be08268d08523f0?cid=774b29d4f13844c495f206cafdad9c86
0.383,0.58,B,-6.491,Minor,0.0363,3.84e-06,0.411,0.515,0.129,102.063,6NQRKjDN7Q6aXu6UAlAJ0i,spotify:track:6NQRKjDN7Q6aXu6UAlAJ0i,208718,4,Hit,The Jesus and Mary Cha,BMinor,dbe204b0cd2e33c459ffabfcf413fed9ce19966b?cid=774b29d4f13844c495f206cafdad9c86
0.357,0.97,D,-3.738,Major,0.0678,0.00279,0.0404,0.251,0.131,145.747,2z8DhyQecDg6lZCrY7NIMD,spotify:track:2z8DhyQecDg6lZCrY7NIMD,192026,4,Kill Surf City,The Jesus and Mary Cha,DMajor,5198e5c8ade9e064f79da38f57d5ca169427d424?cid=774b29d4f13844c495f206cafdad9c86
0.492,0.958,A,-5.719,Major,0.0472,0.000938,0.000141,0.0545,0.57,109.011,59cnKMlUDV3DB0ityzLWsg,spotify:track:59cnKMlUDV3DB0ityzLWsg,197355,4,Bo Diddley Is Jesus,The Jesus and Mary Cha,AMajor,700b160cc697bbf3d744a45cd2d2763ee865d032?cid=774b29d4f13844c495f206cafdad9c86
0.451,0.969,C#,-3.931,Minor,0.069,0.0047,0.0118,0.426,0.422,99.254,6LgAibPo7XVuuWCRL3xZbH,spotify:track:6LgAibPo7XVuuWCRL3xZbH,244846,4,Who Do You Love,The Jesus and Mary Cha,C#Minor,ff5ad39efdca5ead1ce3952acd6cf61f57bba316?cid=774b29d4f13844c495f206cafdad9c86
0.248,0.932,A,-1.901,Major,0.0604,0.0155,0.182,0.175,0.156,143.985,5a5fcbvuMsxn8TNr48tTcd,spotify:track:5a5fcbvuMsxn8TNr48tTcd,159269,4,Everything's Alright W,The Jesus and Mary Cha,AMajor,28fef7615adcd6755fa8460a42f8591d67f77d66?cid=774b29d4f13844c495f206cafdad9c86
0.311,0.566,A,-6.513,Minor,0.0399,0.124,0.0747,0.201,0.452,112.668,4ZznXfIxDwZ8uO9zVXJtxn,spotify:track:4ZznXfIxDwZ8uO9zVXJtxn,120947,3,Shake,The Jesus and Mary Cha,AMinor,52c38d889ed491bea6101c6c7160e435d8d9b3db?cid=774b29d4f13844c495f206cafdad9c86
0.485,0.699,C,-4.372,Major,0.0338,0.72,0.0648,0.113,0.154,108.339,6MHNkbn6JjFVTbTROvSOKC,spotify:track:6MHNkbn6JjFVTbTROvSOKC,226456,4,Happy When It Rains - ,The Jesus and Mary Cha,CMajor,19f850d2a56c46f39f7a7715dce3fbec6fdd48b6?cid=774b29d4f13844c495f206cafdad9c86
0.374,0.886,F#,-4.228,Major,0.0402,0.0035,0.756,0.175,0.289,136.158,2lK2tSydPFMJpClaQtEdrA,spotify:track:2lK2tSydPFMJpClaQtEdrA,143830,4,Happy Place,The Jesus and Mary Cha,F#Major,820982e97e88797bb93af5057cb16eb8fa28e2b4?cid=774b29d4f13844c495f206cafdad9c86
0.196,0.873,A#,-10.643,Major,0.0809,0.503,0.931,0.353,0.0336,108.073,0pMiaiqgLHqt0J9GURIYoa,spotify:track:0pMiaiqgLHqt0J9GURIYoa,66795,4,F. Hole,The Jesus and Mary Cha,A#Major,b7702cf1d529c039678dc295e3567334734b657c?cid=774b29d4f13844c495f206cafdad9c86
0.314,0.918,A,-2.817,Major,0.0395,0.000687,0.945,0.381,0.517,147.34,0IF1lZfEcFitN9sBC9IpcO,spotify:track:0IF1lZfEcFitN9sBC9IpcO,66795,4,Rider,The Jesus and Mary Cha,AMajor,634adb8544cdcb07b8189ec4d726235df9948f0e?cid=774b29d4f13844c495f206cafdad9c86
0.536,0.942,D,-3.306,Major,0.0397,0.00713,0.869,0.368,0.837,125.04,7mf6QN5axf6RaPKzibWliU,spotify:track:7mf6QN5axf6RaPKzibWliU,221518,4,On the Wall - Portastu,The Jesus and Mary Cha,DMajor,9c8268e74f6e0df66556f905759f25115a5e7bc0?cid=774b29d4f13844c495f206cafdad9c86
0.257,0.905,D,-2.043,Major,0.0568,0.0347,0.0632,0.514,0.344,158.07,7lms9ggtsnqSsMpwoHRuuv,spotify:track:7lms9ggtsnqSsMpwoHRuuv,178233,4,Surfin' USA - April Ou,The Jesus and Mary Cha,DMajor,c860e17b8c07e0da36b5be4b217234d0d3e5233b?cid=774b29d4f13844c495f206cafdad9c86
0.464,0.963,A,-4.409,Minor,0.139,0.00457,0.213,0.0961,0.25,140.67,3TDb3Hz5FZRqZE5AGwOnE5,spotify:track:3TDb3Hz5FZRqZE5AGwOnE5,151667,4,Here It Comes Again,The Jesus and Mary Cha,AMinor,1841d49502c9e783228991d0975958da7e4c411d?cid=774b29d4f13844c495f206cafdad9c86
0.221,0.754,C,-8.275,Major,0.0426,1.65e-05,0.893,0.261,0.387,140.208,15FFtndiNFqn3GptiSfusP,spotify:track:15FFtndiNFqn3GptiSfusP,144107,4,Walk and Crawl - Singl,The Jesus and Mary Cha,CMajor,02b29e450d580390b9414dcf964f741657c713d2?cid=774b29d4f13844c495f206cafdad9c86
0.308,0.637,E,-5.224,Major,0.0312,8.35e-06,0.781,0.117,0.176,115.77,28wgAsxWZip4DB6jsGs4eA,spotify:track:28wgAsxWZip4DB6jsGs4eA,189884,4,Some Candy Talking - N,The Jesus and Mary Cha,EMajor,22a208968f002c08ec74b0cbb79356c955d7a8df?cid=774b29d4f13844c495f206cafdad9c86
0.312,0.957,C,-6.52,Major,0.043,0.000206,0.000959,0.481,0.328,111.493,4BMlRZN5WQN0qqXhP5zPty,spotify:track:4BMlRZN5WQN0qqXhP5zPty,198687,4,Mushroom,The Jesus and Mary Cha,CMajor,2cc43653151d889a75b9a40208ae04b3b219bce9?cid=774b29d4f13844c495f206cafdad9c86
0.431,0.789,E,-5.88,Major,0.0316,0.00141,0.239,0.103,0.412,125.415,2wk5DHJasxFQWWVTbt13Lo,spotify:track:2wk5DHJasxFQWWVTbt13Lo,192209,4,The Hardest Walk - Fro,The Jesus and Mary Cha,EMajor,7aacd1b032803d489a64e8772c32ba6551a64171?cid=774b29d4f13844c495f206cafdad9c86
0.535,0.571,F,-8.709,Major,0.029,1.27e-05,0.138,0.622,0.475,122.462,2vCXi9eprhOPVqcLHN7CNr,spotify:track:2vCXi9eprhOPVqcLHN7CNr,213213,4,Don't Ever Change,The Jesus and Mary Cha,FMajor,e0ac59e1cf5d8e26f1776e64b6ba6916a9245f35?cid=774b29d4f13844c495f206cafdad9c86
0.587,0.75,E,-5.01,Major,0.028,0.00153,0.662,0.113,0.458,111.533,566KbrNjXfKAa9XPBzhKRM,spotify:track:566KbrNjXfKAa9XPBzhKRM,146147,4,Swing,The Jesus and Mary Cha,EMajor,71f71d33fd0fadff4940fc6fe49a9e7bcead1505?cid=774b29d4f13844c495f206cafdad9c86
0.525,0.647,G,-8.391,Major,0.026,0.0557,0.209,0.0385,0.452,107.475,12Q4DIMXXEOuci0Tu74YrI,spotify:track:12Q4DIMXXEOuci0Tu74YrI,326844,4,Darklands - With Strin,The Jesus and Mary Cha,GMajor,28aa43366b7870cf18e38705f6e89930e5bb426d?cid=774b29d4f13844c495f206cafdad9c86
0.495,0.756,E,-5.734,Minor,0.655,0.0409,2.67e-05,0.102,0.217,87.396,7k2DrsnhSIUiq0ZN8GvjVk,spotify:track:7k2DrsnhSIUiq0ZN8GvjVk,219429,4,Flight,Tristam,EMinor,00456c9a305394ab342df28a8bce532dfd5c6545?cid=774b29d4f13844c495f206cafdad9c86
0.472,0.843,E,-4.131,Minor,0.0472,0.0129,0.0,0.227,0.306,140.067,2zfKtXoEKKxxBaFrdKlOGv,spotify:track:2zfKtXoEKKxxBaFrdKlOGv,234001,4,Night Rider,Draper,EMinor,49a42ce44fd420cd404a8f7e490ec6ea2d067470?cid=774b29d4f13844c495f206cafdad9c86
0.738,0.977,E,-2.307,Major,0.125,0.0127,0.000553,0.126,0.496,110.035,2v3Voqr3VupXl9st1HTJdy,spotify:track:2v3Voqr3VupXl9st1HTJdy,211636,4,We Are One - Original ,Pegboard Nerds,EMajor,400b08ba188a0086ce3b640306770de83a053f8b?cid=774b29d4f13844c495f206cafdad9c86
0.72,0.77,B,-4.069,Minor,0.0762,0.035,1.88e-06,0.46,0.217,127.996,3QZ6R3fpZ0Kc1FbhYBms6r,spotify:track:3QZ6R3fpZ0Kc1FbhYBms6r,393750,4,Heartbeat,Vicetone,BMinor,06dcfb12d1092f54d0fbdc408067fead87e05bbc?cid=774b29d4f13844c495f206cafdad9c86
0.533,0.982,G,-2.204,Major,0.411,0.00128,0.0206,0.629,0.203,128.042,1ZOG3qn2khxkUhisSrcb1A,spotify:track:1ZOG3qn2khxkUhisSrcb1A,255112,4,Chaos Storm,Droptek,GMajor,422c04cd83317129d542a9e9ec8b818931369f91?cid=774b29d4f13844c495f206cafdad9c86
0.65,0.825,F#,-6.209,Minor,0.05,0.0157,0.338,0.319,0.429,128.005,7jQmbDfdOKdZTxxmisdxhz,spotify:track:7jQmbDfdOKdZTxxmisdxhz,298068,4,Another Day,TVDS,F#Minor,714284c0aa8af6cf0104459b2f99d342ac04edbd?cid=774b29d4f13844c495f206cafdad9c86
0.68,0.544,F#,-6.263,Minor,0.0486,0.00169,0.881,0.497,0.428,128.007,1DXeF4acich60fOt5nwsHj,spotify:track:1DXeF4acich60fOt5nwsHj,474087,4,Farewell,Hellberg,F#Minor,c26560872600e0158edcf73846a5e1ab2c5bbf79?cid=774b29d4f13844c495f206cafdad9c86
0.507,0.806,C#,-4.662,Major,0.0435,0.000673,0.1,0.127,0.109,128.016,5fEAeByISXls3BKqkSdBa5,spotify:track:5fEAeByISXls3BKqkSdBa5,353872,4,No One,Project 46,C#Major,b95e60f5899b8cbdae335100444df6a1a5b98715?cid=774b29d4f13844c495f206cafdad9c86
0.626,0.62,C,-7.762,Major,0.0644,0.000861,0.000109,0.177,0.22,128.019,52OxaDb08tgRqR2y1VbuTN,spotify:track:52OxaDb08tgRqR2y1VbuTN,405000,4,Tonight,Stereotronique,CMajor,5096e98f29b9d14cc7e10e4d21987ee7006db25a?cid=774b29d4f13844c495f206cafdad9c86
